0	1
8868	1
8884	0
13152	0
13176	1
13764	1
13780	0
14252	0
14268	1
14856	1
14876	0
15348	0
15364	1
15952	1
15968	0
16444	0
16460	1
17048	1
17064	0
17556	0
17572	1
18144	1
18160	0
18652	0
18668	1
19256	1
19272	0
19744	0
19764	1
20340	1
20356	0
20840	0
20856	1
21452	1
21468	0
21936	0
21952	1
22548	1
22564	0
24132	0
24148	1
24724	1
24740	0
26308	0
26324	1
26920	1
26936	0
28504	0
28528	1
29096	1
29112	0
30688	0
30704	1
31292	1
31308	0
32884	0
32900	1
33488	1
33504	0
35060	0
35076	1
35664	1
35680	0
37256	0
37272	1
37848	1
37864	0
39432	0
39448	1
40044	1
40060	0
41628	0
41644	1
42220	1
42236	0
43820	0
43840	1
44416	1
44432	0
44908	0
44924	1
45512	1
45528	0
46000	0
46020	1
46608	1
46624	0
47112	0
47132	1
47700	1
47720	0
48208	0
48224	1
48796	1
48812	0
50388	0
50404	1
50992	1
51008	0
51480	0
51500	1
52092	1
52108	0
52592	0
52612	1
53188	1
53204	0
53688	0
53704	1
54284	1
54300	0
55868	0
55884	1
56476	1
56496	0
58060	0
58080	1
58656	1
58672	0
60240	0
60256	1
60852	1
60868	0
62440	0
62456	1
63028	1
63044	0
63536	0
63552	1
64124	1
64140	0
65712	0
65728	1
66320	1
66336	0
104280	0
104304	1
113152	1
113168	0
115256	0
115272	1
115832	1
115848	0
