0	1
8836	1
8852	0
13136	0
13156	1
13732	1
13748	0
14232	0
14248	1
14844	1
14860	0
15328	0
15344	1
15940	1
15956	0
16424	0
16440	1
17036	1
17052	0
17536	0
17552	1
18128	1
18144	0
18612	0
18636	1
19224	1
19240	0
19732	0
19748	1
20320	1
20336	0
20828	0
20844	1
21432	1
21448	0
21920	0
21940	1
22528	1
22544	0
24116	0
24132	1
24704	1
24720	0
26296	0
26312	1
26904	1
26920	0
28488	0
28504	1
29084	1
29100	0
30668	0
30684	1
31276	1
31296	0
32860	0
32876	1
33456	1
33472	0
35044	0
35064	1
35652	1
35668	0
37240	0
37256	1
37844	1
37860	0
39420	0
39436	1
40024	1
40040	0
40512	0
40532	1
41120	1
41136	0
42708	0
42724	1
43304	1
43320	0
44904	0
44920	1
45496	1
45512	0
45996	0
46016	1
46592	1
46608	0
47092	0
47108	1
47688	1
47704	0
48188	0
48204	1
48800	1
48816	0
50368	0
50388	1
50976	1
50996	0
51468	0
51484	1
52072	1
52088	0
53664	0
53680	1
54268	1
54284	0
54756	0
54776	1
55364	1
55380	0
55852	0
55868	1
56456	1
56476	0
58048	0
58064	1
58640	1
58660	0
60224	0
60244	1
60836	1
60852	0
62420	0
62436	1
63016	1
63032	0
63516	0
63532	1
64128	1
64144	0
65708	0
65728	1
66304	1
66320	0
104300	0
104316	1
113136	1
113156	0
115256	0
115276	1
115864	1
115880	0
