0	1
8836	1
8852	0
13220	0
13236	1
13732	1
13748	0
14332	0
14348	1
14824	1
14840	0
15360	0
15376	1
15936	1
15952	0
16528	0
16544	1
17032	1
17048	0
17556	0
17572	1
18128	1
18144	0
18648	0
18668	1
19220	1
19236	0
19812	0
19828	1
20316	1
20332	0
20840	0
20856	1
21412	1
21428	0
21936	0
21952	1
22524	1
22540	0
24128	0
24144	1
24708	1
24724	0
26324	0
26340	1
26884	1
26900	0
28500	0
28516	1
29080	1
29096	0
30696	0
30712	1
31272	1
31288	0
32880	0
32896	1
33452	1
33468	0
35092	0
35108	1
35644	1
35660	0
37284	0
37300	1
37824	1
37840	0
39444	0
39464	1
40024	1
40040	0
40540	0
40556	1
41120	1
41136	0
41668	0
41684	1
42212	1
42228	0
43848	0
43864	1
44408	1
44424	0
44940	0
44956	1
45504	1
45520	0
46052	0
46068	1
46596	1
46612	0
47148	0
47164	1
47692	1
47708	0
49300	0
49316	1
49888	1
49904	0
50408	0
50428	1
50996	1
51016	0
52588	0
52604	1
53192	1
53208	0
54784	0
54800	1
55376	1
55392	0
55876	0
55892	1
56488	1
56504	0
58072	0
58088	1
58668	1
58684	0
60248	0
60268	1
60860	1
60876	0
62444	0
62460	1
63040	1
63056	0
63540	0
63564	1
64132	1
64152	0
65724	0
65740	1
66328	1
66344	0
104308	0
104324	1
113160	1
113180	0
115280	0
115300	1
115876	1
115892	0
