0	1
8856	1
8872	0
13140	0
13156	1
13752	1
13768	0
14252	0
14268	1
14848	1
14864	0
15348	0
15364	1
15940	1
15956	0
16444	0
16460	1
17036	1
17052	0
17536	0
17556	1
18148	1
18164	0
18632	0
18648	1
19244	1
19260	0
19728	0
19752	1
20340	1
20356	0
20828	0
20848	1
21436	1
21452	0
21924	0
21940	1
22528	1
22544	0
24120	0
24136	1
24724	1
24740	0
26312	0
26332	1
26900	1
26924	0
28492	0
28508	1
29104	1
29120	0
30688	0
30704	1
31280	1
31296	0
32880	0
32896	1
33476	1
33492	0
35060	0
35076	1
35668	1
35684	0
37244	0
37260	1
37848	1
37864	0
39436	0
39452	1
40040	1
40060	0
41632	0
41648	1
42220	1
42236	0
43808	0
43828	1
44420	1
44436	0
46004	0
46020	1
46600	1
46616	0
47100	0
47116	1
47696	1
47712	0
48196	0
48212	1
48788	1
48804	0
49292	0
49308	1
49900	1
49916	0
51468	0
51492	1
52080	1
52096	0
52588	0
52604	1
53176	1
53192	0
53680	0
53700	1
54288	1
54304	0
54776	0
54792	1
55380	1
55396	0
55872	0
55888	1
56476	1
56492	0
58068	0
58084	1
58660	1
58676	0
60244	0
60260	1
60856	1
60872	0
62440	0
62456	1
63032	1
63048	0
63536	0
63552	1
64128	1
64144	0
65728	0
65744	1
66324	1
66340	0
104300	0
104320	1
113156	1
113172	0
115276	0
115292	1
115880	1
115896	0
