0	1
8848	1
8868	0
13136	0
13152	1
13744	1
13764	0
14232	0
14248	1
14840	1
14856	0
15344	0
15364	1
15936	1
15952	0
16428	0
16444	1
17032	1
17048	0
17524	0
17540	1
18128	1
18144	0
18636	0
18652	1
19240	1
19256	0
19728	0
19748	1
20336	1
20352	0
20824	0
20840	1
21428	1
21448	0
21920	0
21936	1
22532	1
22548	0
24116	0
24132	1
24708	1
24724	0
26292	0
26308	1
26904	1
26920	0
28488	0
28504	1
29080	1
29096	0
30664	0
30680	1
31276	1
31292	0
32864	0
32884	1
33452	1
33472	0
35044	0
35060	1
35616	1
35632	0
37240	0
37256	1
37844	1
37860	0
39416	0
39432	1
40028	1
40044	0
41612	0
41628	1
42204	1
42220	0
42704	0
42724	1
43316	1
43332	0
44900	0
44916	1
45496	1
45512	0
47080	0
47100	1
47688	1
47708	0
48180	0
48196	1
48784	1
48800	0
49276	0
49292	1
49880	1
49896	0
50372	0
50388	1
50976	1
50992	0
51468	0
51484	1
52072	1
52088	0
52560	0
52580	1
53168	1
53184	0
54756	0
54772	1
55352	1
55368	0
55852	0
55868	1
56464	1
56480	0
56948	0
56964	1
57556	1
57572	0
59140	0
59156	1
59736	1
59752	0
61320	0
61336	1
61928	1
61948	0
63504	0
63520	1
64108	1
64124	0
65696	0
65716	1
66304	1
66320	0
104280	0
104300	1
113120	1
113136	0
115240	0
115256	1
115848	1
115868	0
