0	1
8872	1
8888	0
13188	0
13204	1
13784	1
13800	0
14284	0
14300	1
14876	1
14896	0
15380	0
15396	1
15972	1
15988	0
16472	0
16492	1
17068	1
17084	0
17584	0
17604	1
18164	1
18180	0
18672	0
18688	1
19260	1
19276	0
19780	0
19800	1
20352	1
20368	0
20876	0
20892	1
21464	1
21480	0
21972	0
21988	1
22560	1
22576	0
24168	0
24184	1
24756	1
24772	0
26344	0
26360	1
26940	1
26956	0
28540	0
28556	1
29116	1
29132	0
30732	0
30748	1
31312	1
31328	0
32912	0
32928	1
33504	1
33520	0
35112	0
35128	1
35684	1
35700	0
37288	0
37304	1
37876	1
37892	0
39484	0
39500	1
40040	1
40056	0
40580	0
40596	1
41168	1
41184	0
41672	0
41692	1
42252	1
42268	0
42768	0
42784	1
43328	1
43348	0
43880	0
43896	1
44424	1
44440	0
44940	0
44960	1
45520	1
45536	0
46068	0
46088	1
46632	1
46648	0
48264	0
48280	1
48808	1
48824	0
49360	0
49376	1
49904	1
49920	0
51544	0
51560	1
52096	1
52116	0
53736	0
53752	1
54276	1
54292	0
55916	0
55932	1
56468	1
56484	0
58108	0
58124	1
58652	1
58668	0
60336	0
60352	1
60848	1
60864	0
62528	0
62548	1
63040	1
63056	0
63624	0
63640	1
64136	1
64152	0
65736	0
65752	1
66312	1
66328	0
104324	0
104340	1
113196	1
113212	0
115332	0
115348	1
115920	1
115936	0
