0	1
8872	1
8888	0
13176	0
13192	1
13752	1
13768	0
14284	0
14304	1
14848	1
14864	0
15364	0
15380	1
15940	1
15960	0
16492	0
16508	1
17036	1
17052	0
17572	0
17588	1
18132	1
18148	0
18664	0
18684	1
19244	1
19260	0
19792	0
19812	1
20336	1
20356	0
20888	0
20904	1
21432	1
21448	0
21988	0
22004	1
22528	1
22544	0
24168	0
24184	1
24720	1
24740	0
26360	0
26376	1
26916	1
26932	0
28556	0
28572	1
29092	1
29116	0
30732	0
30748	1
31292	1
31312	0
32928	0
32944	1
33472	1
33488	0
35088	0
35104	1
35664	1
35684	0
37304	0
37324	1
37844	1
37860	0
39484	0
39500	1
40036	1
40056	0
41676	0
41696	1
42232	1
42248	0
42772	0
42788	1
43328	1
43344	0
43916	0
43932	1
44420	1
44440	0
46028	0
46044	1
46604	1
46624	0
47140	0
47156	1
47716	1
47732	0
48236	0
48252	1
48812	1
48828	0
49328	0
49348	1
49908	1
49924	0
50424	0
50440	1
51004	1
51020	0
51520	0
51536	1
52096	1
52112	0
53720	0
53736	1
54292	1
54308	0
55900	0
55916	1
56468	1
56484	0
56992	0
57008	1
57580	1
57596	0
59188	0
59204	1
59760	1
59776	0
61364	0
61380	1
61944	1
61960	0
63560	0
63576	1
64136	1
64152	0
65752	0
65772	1
66332	1
66348	0
104312	0
104328	1
113180	1
113200	0
115316	0
115336	1
115904	1
115924	0
