0	1
8836	1
8852	0
13136	0
13156	1
13748	1
13764	0
14232	0
14248	1
14844	1
14860	0
15328	0
15344	1
15940	1
15956	0
16424	0
16440	1
17036	1
17052	0
17520	0
17536	1
18128	1
18148	0
18620	0
18636	1
19224	1
19240	0
19716	0
19732	1
20320	1
20336	0
20812	0
20828	1
21416	1
21432	0
21908	0
21924	1
22512	1
22528	0
24100	0
24116	1
24704	1
24724	0
26296	0
26312	1
26888	1
26908	0
28472	0
28488	1
29084	1
29100	0
30668	0
30684	1
31264	1
31280	0
32844	0
32864	1
33456	1
33472	0
35028	0
35048	1
35636	1
35652	0
37224	0
37240	1
37828	1
37844	0
39404	0
39420	1
40008	1
40024	0
41596	0
41612	1
42192	1
42208	0
43792	0
43808	1
44384	1
44404	0
45968	0
45984	1
46564	1
46580	0
47064	0
47080	1
47676	1
47692	0
48160	0
48176	1
48772	1
48788	0
49256	0
49272	1
49864	1
49884	0
50356	0
50372	1
50960	1
50976	0
51452	0
51468	1
52056	1
52072	0
52548	0
52564	1
53152	1
53168	0
53644	0
53660	1
54248	1
54264	0
54736	0
54756	1
55344	1
55360	0
56932	0
56948	1
57528	1
57544	0
59112	0
59128	1
59720	1
59736	0
61304	0
61320	1
61900	1
61916	0
63484	0
63500	1
64092	1
64112	0
65676	0
65692	1
66272	1
66288	0
104252	0
104268	1
113104	1
113120	0
115208	0
115224	1
115812	1
115828	0
