Terminal ready
40758608 0
40759092 0
40759108 1
40759684 1
40759700 0
40760184 0
40760204 1
40760780 1
40760796 0
40761280 0
40761296 1
40761876 1
40761892 0
40762360 0
40762384 1
40762972 1
40762988 0
40764560 0
40764576 1
40765164 1
40765180 0
40766772 0
40766788 1
40767344 1
40767360 0
40768932 0
40768948 1
40769520 1
40769544 0
40771112 0
40771128 1
40771720 1
40771736 0
40773304 0
40773320 1
40773900 1
40773916 0
40775484 0
40775500 1
40776092 1
40776112 0
40777676 0
40777696 1
40778272 1
40778288 0
40779860 0
40779880 1
40780468 1
40780484 0
40780972 0
40780988 1
40781560 1
40781576 0
40782052 0
40782068 1
40782656 1
40782672 0
40784228 0
40784248 1
40784836 1
40784852 0
40786424 0
40786440 1
40787036 1
40787052 0
40788636 0
40788652 1
40789212 1
40789228 0
40789712 0
40789732 1
40790308 1
40790324 0
40790824 0
40790844 1
40791404 1
40791420 0
40791904 0
40791920 1
40792500 1
40792516 0
40794080 0
40794100 1
40794692 1
40794708 0
40796268 0
40796284 1
40796872 1
40796888 0
40797360 0
40797380 1
40797968 1
40797984 0
40798472 0
40798488 1
40799060 1
40799076 0
40799552 0
40799568 1
40800156 1
40800172 0
40801748 0
40801764 1
40802340 1
40802356 0
40803924 0
40803940 1
40804536 1
40804552 0
40806120 0
40806136 1
40806712 1
40806728 0
43509676 0
43509688 1
43518492 1
43518508 0
43522796 0
43522812 1
43523408 1
43523424 0
43523892 0
43523908 1
43524500 1
43524520 0
43524984 0
43525004 1
43525596 1
43525612 0
43526080 0
43526096 1
43526692 1
43526708 0
43527200 0
43527216 1
43527788 1
43527804 0
43528296 0
43528312 1
43528884 1
43528900 0
43529372 0
43529388 1
43529976 1
43529996 0
43530500 0
43530516 1
43531072 1
43531088 0
43531564 0
43531580 1
43532168 1
43532184 0
43533756 0
43533776 1
43534352 1
43534368 0
43535936 0
43535952 1
43536548 1
43536564 0
43538132 0
43538148 1
43538708 1
43538724 0
43540308 0
43540324 1
43540920 1
43540936 0
43542504 0
43542520 1
43543096 1
43543112 0
43544688 0
43544704 1
43545292 1
43545308 0
43546864 0
43546880 1
43547468 1
43547488 0
43549060 0
43549076 1
43549664 1
43549680 0
43550156 0
43550172 1
43550748 1
43550764 0
43552332 0
43552348 1
43552944 1
43552960 0
43553428 0
43553444 1
43554040 1
43554056 0
43555624 0
43555640 1
43556216 1
43556232 0
43557800 0
43557816 1
43558376 1
43558396 0
43558896 0
43558916 1
43559508 1
43559524 0
43561080 0
43561096 1
43561684 1
43561700 0
43562176 0
43562192 1
43562764 1
43562780 0
43564368 0
43564384 1
43564972 1
43564992 0
43565464 0
43565480 1
43566068 1
43566092 0
43567644 0
43567660 1
43568252 1
43568268 0
43568736 0
43568756 1
43569348 1
43569364 0
43569832 0
43569848 1
43570444 1
43570460 0
43572028 0
43572044 1
43572640 1
43572656 0
43573124 0
43573140 1
43573732 1
43573752 0
43575308 0
43575324 1
43575912 1
43575928 0
43613876 0
43613892 1
43622712 1
43622728 0
43624832 0
43624848 1
43625436 1
43625452 0
46358200 0
46358216 1
46367036 1
46367052 0
46371324 0
46371340 1
46371932 1
46371948 0
46372432 0
46372452 1
46373028 1
46373044 0
46373528 0
46373544 1
46374124 1
46374140 0
46374624 0
46374640 1
46375220 1
46375236 0
46375720 0
46375736 1
46376312 1
46376332 0
46376816 0
46376832 1
46377408 1
46377424 0
46377908 0
46377928 1
46378504 1
46378520 0
46379004 0
46379028 1
46379616 1
46379632 0
46380108 0
46380124 1
46380712 1
46380728 0
46382284 0
46382300 1
46382888 1
46382904 0
46384480 0
46384496 1
46385068 1
46385084 0
46386656 0
46386672 1
46387268 1
46387284 0
46388852 0
46388868 1
46389444 1
46389460 0
46391028 0
46391044 1
46391640 1
46391656 0
46393224 0
46393240 1
46393816 1
46393836 0
46395408 0
46395424 1
46396012 1
46396028 0
46397584 0
46397604 1
46398192 1
46398208 0
46398680 0
46398696 1
46399284 1
46399304 0
46400876 0
46400892 1
46401480 1
46401496 0
46401972 0
46401988 1
46402564 1
46402580 0
46403084 0
46403100 1
46403644 1
46403660 0
46404192 0
46404212 1
46404736 1
46404756 0
46405288 0
46405304 1
46405832 1
46405848 0
46407448 0
46407468 1
46408012 1
46408028 0
46408612 0
46408628 1
46409120 1
46409136 0
46410740 0
46410760 1
46411300 1
46411316 0
46411856 0
46411872 1
46412392 1
46412412 0
46414016 0
46414032 1
46414588 1
46414604 0
46416196 0
46416212 1
46416800 1
46416816 0
46418388 0
46418404 1
46418968 1
46418984 0
46420568 0
46420584 1
46421176 1
46421196 0
46421696 0
46421712 1
46422272 1
46422288 0
46423856 0
46423872 1
46424452 1
46424468 0
46462412 0
46462428 1
46471268 1
46471284 0
46473404 0
46473420 1
46473992 1
46474008 0
48919228 0
48919244 1
48928064 1
48928080 0
48932364 0
48932380 1
48932960 1
48932976 0
48933460 0
48933476 1
48934056 1
48934072 0
48934556 0
48934572 1
48935148 1
48935168 0
48935652 0
48935668 1
48936244 1
48936260 0
48936744 0
48936764 1
48937340 1
48937356 0
48937840 0
48937856 1
48938436 1
48938452 0
48938936 0
48938952 1
48939532 1
48939548 0
48940036 0
48940056 1
48940644 1
48940660 0
48941132 0
48941148 1
48941736 1
48941752 0
48943312 0
48943328 1
48943916 1
48943932 0
48945504 0
48945520 1
48946108 1
48946128 0
48947684 0
48947700 1
48948296 1
48948312 0
48949876 0
48949896 1
48950472 1
48950488 0
48952056 0
48952072 1
48952668 1
48952684 0
48954252 0
48954268 1
48954844 1
48954860 0
48956436 0
48956452 1
48957040 1
48957056 0
48958612 0
48958628 1
48959216 1
48959232 0
48959708 0
48959724 1
48960312 1
48960328 0
48961904 0
48961920 1
48962508 1
48962524 0
48962996 0
48963016 1
48963592 1
48963608 0
48964092 0
48964108 1
48964688 1
48964704 0
48966272 0
48966288 1
48966880 1
48966900 0
48967364 0
48967384 1
48967976 1
48967992 0
48969560 0
48969576 1
48970156 1
48970172 0
48970656 0
48970672 1
48971248 1
48971268 0
48972840 0
48972856 1
48973444 1
48973460 0
48973936 0
48973952 1
48974540 1
48974556 0
48976128 0
48976148 1
48976716 1
48976736 0
48978308 0
48978324 1
48978912 1
48978928 0
48979404 0
48979420 1
48980012 1
48980032 0
48981596 0
48981612 1
48982192 1
48982208 0
48982692 0
48982708 1
48983288 1
48983304 0
48984872 0
48984888 1
48985480 1
48985496 0
49023444 0
49023460 1
49032280 1
49032300 0
49034400 0
49034416 1
49035008 1
49035024 0
51443252 0
51443264 1
51452120 1
51452136 0
51456404 0
51456420 1
51457008 1
51457032 0
51457500 0
51457516 1
51458112 1
51458128 0
51458596 0
51458612 1
51459208 1
51459224 0
51459692 0
51459708 1
51460300 1
51460320 0
51460784 0
51460804 1
51461396 1
51461412 0
51461880 0
51461896 1
51462492 1
51462508 0
51463008 0
51463028 1
51463588 1
51463604 0
51464072 0
51464088 1
51464684 1
51464700 0
51465168 0
51465184 1
51465776 1
51465796 0
51467384 0
51467400 1
51467972 1
51467988 0
51469560 0
51469580 1
51470148 1
51470168 0
51471740 0
51471756 1
51472344 1
51472360 0
51473916 0
51473936 1
51474528 1
51474544 0
51476112 0
51476128 1
51476708 1
51476724 0
51478308 0
51478324 1
51478900 1
51478916 0
51480500 0
51480516 1
51481080 1
51481096 0
51482684 0
51482700 1
51483272 1
51483288 0
51483764 0
51483780 1
51484368 1
51484384 0
51485960 0
51485976 1
51486548 1
51486564 0
51487036 0
51487052 1
51487640 1
51487660 0
51489232 0
51489248 1
51489824 1
51489844 0
51490328 0
51490344 1
51490920 1
51490936 0
51491440 0
51491456 1
51492016 1
51492032 0
51493600 0
51493616 1
51494212 1
51494228 0
51494728 0
51494744 1
51495304 1
51495324 0
51496888 0
51496904 1
51497484 1
51497500 0
51497992 0
51498008 1
51498596 1
51498612 0
51500184 0
51500204 1
51500772 1
51500788 0
51501264 0
51501280 1
51501868 1
51501884 0
51503440 0
51503460 1
51504048 1
51504064 0
51505636 0
51505652 1
51506248 1
51506264 0
51506748 0
51506764 1
51507344 1
51507360 0
51508944 0
51508960 1
51509520 1
51509536 0
51547500 0
51547516 1
51556332 1
51556348 0
51558456 0
51558472 1
51559044 1
51559060 0

Thanks for using picocom
picocom v1.7

port is        : /dev/ttyUSB0
flowcontrol    : none
baudrate is    : 9600
parity is      : none
databits are   : 8
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,

